processo_numero;processo_ocorrencia
8021223917;Não há Ocorrência para essa Solicitação
8021223414;Não há Ocorrência para essa Solicitação
8021221015;Imoveis com Danos/Risco
8021218014;Não há Ocorrência para essa Solicitação
8021218014;Deslizamentos de Barreiras
8021216814;Não há Ocorrência para essa Solicitação
8021214514;Não há Ocorrência para essa Solicitação
8021211017;Não há Ocorrência para essa Solicitação
8021208315;Muro com Danos
8021208017;Não há Ocorrência para essa Solicitação
8021207516;Não há Ocorrência para essa Solicitação
8021200215;Invasao de Terreno de Auxilio Moradia
8021198815;Desabamento Parcial Imoveis
8021193217;Não há Ocorrência para essa Solicitação
8021188215;Não há Ocorrência para essa Solicitação
8021184317;Não há Ocorrência para essa Solicitação
8021182415;Não há Ocorrência para essa Solicitação
8021180016;Imoveis com Danos/Risco
8021178516;Imoveis com Danos/Risco
8021177015;Não há Ocorrência para essa Solicitação
8021176216;Arvores em Risco
8021174115;Não há Ocorrência para essa Solicitação
8021173117;Arvores em Risco
8021172915;Desabamento Parcial Imoveis
8021170615;Arvores em Risco
8021168817;Deslizamentos de Barreiras
8021166517;Imoveis com Danos/Risco
8021164615;Arvores em Risco
8021162315;Não há Ocorrência para essa Solicitação
8021162116;Deslizamentos de Barreiras
8021160717;Não há Ocorrência para essa Solicitação
8021160015;Não há Ocorrência para essa Solicitação
8021158615;Deslizamentos de Barreiras
8021156315;Deslizamentos de Barreiras
8021154717;Não há Ocorrência para essa Solicitação
8021154015;Deslizamentos de Barreiras
8021154015;Arvores em Risco
8021151115;Imoveis com Danos/Risco
8021149715;Não há Ocorrência para essa Solicitação
8021147415;Não há Ocorrência para essa Solicitação
8021136215;Deslizamentos de Barreiras
8021136016;Muro com Danos
8021136016;Não há Ocorrência para essa Solicitação
8021132516;Imoveis com Danos/Risco
8021129217;Não há Ocorrência para essa Solicitação
8021126715;Desabamento Total Imoveis
8021120014;Imoveis com Danos/Risco
8021115515;Deslizamentos de Barreiras
8021110116;Não há Ocorrência para essa Solicitação
8021103715;Deslizamentos de Barreiras
8021099617;Não há Ocorrência para essa Solicitação
8021099015;Deslizamentos de Barreiras
8021098514;Imoveis com Danos/Risco
8021097317;Não há Ocorrência para essa Solicitação
8021095614;Não há Ocorrência para essa Solicitação
8021095017;Não há Ocorrência para essa Solicitação
8021087817;Não há Ocorrência para essa Solicitação
8021086714;Não há Ocorrência para essa Solicitação
8021084414;Não há Ocorrência para essa Solicitação
8021083416;Imoveis com Danos/Risco
8021077615;Imoveis com Danos/Risco
8021077615;Desabamento Parcial Imoveis
8021073717;Não há Ocorrência para essa Solicitação
8021067916;Muro com Danos
8021067015;Deslizamentos de Barreiras
8021065815;Imoveis com Danos/Risco
8021061215;Invasao de Terreno de Auxilio Moradia
8021059815;Arvores em Risco
8021059815;Imoveis com Danos/Risco
8021055016;Deslizamentos de Barreiras
8021053015;Imoveis com Danos/Risco
8021051516;Não há Ocorrência para essa Solicitação
8021050015;Arvores em Risco
8021050015;Deslizamentos de Barreiras
8021048416;Não há Ocorrência para essa Solicitação
8021046315;Não há Ocorrência para essa Solicitação
8021046116;Deslizamentos de Barreiras
8021044916;Não há Ocorrência para essa Solicitação
8021042815;Não há Ocorrência para essa Solicitação
8021042616;Não há Ocorrência para essa Solicitação
8021040316;Muro com Danos
8021038916;Deslizamentos de Barreiras
8021038916;Arvores em Risco
8021036616;Deslizamentos de Barreiras
8021031416;Deslizamentos de Barreiras
8021029115;Deslizamentos de Barreiras
8021029016;Deslizamentos de Barreiras
8021024015;Arvores em Risco
8021023116;Invasao de Terreno de Auxilio Moradia
8021021916;Deslizamentos de Barreiras
8021021916;Não há Ocorrência para essa Solicitação
8021019416;Muro com Danos
8021012016;Não há Ocorrência para essa Solicitação
8021006115;Arvores em Risco
8021003016;Não há Ocorrência para essa Solicitação
8021001816;Não há Ocorrência para essa Solicitação
8020999516;Não há Ocorrência para essa Solicitação
8020995016;Invasao de Terreno de Auxilio Moradia
8020992215;Tombamento de Arvores
8020991416;Muro com Danos
8020991217;Não há Ocorrência para essa Solicitação
8020989817;Não há Ocorrência para essa Solicitação
8020986215;Desabamento Total Imoveis
8020986016;Não há Ocorrência para essa Solicitação
8020982715;Imoveis com Danos/Risco
8020980415;Imoveis com Danos/Risco
8020970517;Não há Ocorrência para essa Solicitação
8020958915;Imoveis com Danos/Risco
8020950417;Não há Ocorrência para essa Solicitação
8020943115;Não há Ocorrência para essa Solicitação
8020939017;Deslizamentos de Barreiras
8020937115;Muro com Danos
8020935915;Muro com Danos
8020931017;Não há Ocorrência para essa Solicitação
8020922216;Não há Ocorrência para essa Solicitação
8020922017;Deslizamentos de Barreiras
8020920115;Não há Ocorrência para essa Solicitação
8020918516;Não há Ocorrência para essa Solicitação
8020918317;Imoveis com Danos/Risco
8020916415;Não há Ocorrência para essa Solicitação
8020915417;Arvores em Risco
8020913117;Não há Ocorrência para essa Solicitação
8020910217;Não há Ocorrência para essa Solicitação
8020908817;Não há Ocorrência para essa Solicitação
8020907515;Deslizamentos de Barreiras
8020905917;Não há Ocorrência para essa Solicitação
8020903617;Não há Ocorrência para essa Solicitação
8020901317;Deslizamentos de Barreiras
8020900015;Deslizamentos de Barreiras
8020897617;Não há Ocorrência para essa Solicitação
8020895715;Deslizamentos de Barreiras
8020895715;Não há Ocorrência para essa Solicitação
8020895317;Não há Ocorrência para essa Solicitação
8020894214;Não há Ocorrência para essa Solicitação
8020893017;Deslizamentos de Barreiras
8020889317;Não há Ocorrência para essa Solicitação
8020886417;Não há Ocorrência para essa Solicitação
8020884117;Muro com Danos
8020880816;Não há Ocorrência para essa Solicitação
8020878018;Não há Ocorrência para essa Solicitação
8020877517;Não há Ocorrência para essa Solicitação
8020871015;Não há Ocorrência para essa Solicitação
8020870216;Muro com Danos
8020870017;Não há Ocorrência para essa Solicitação
8020868015;Arvores em Risco
8020866715;Não há Ocorrência para essa Solicitação
8020858415;Não há Ocorrência para essa Solicitação
8020857014;Não há Ocorrência para essa Solicitação
8020855515;Arvores em Risco
8020852217;Não há Ocorrência para essa Solicitação
8020848517;Imoveis com Danos/Risco
8020842717;Deslizamentos de Barreiras
8020842015;Imoveis com Danos/Risco
8020840815;Arvores em Risco
8020840616;Imoveis com Danos/Risco
8020837914;Deslizamentos de Barreiras
8020836717;Imoveis com Danos/Risco
8020834014;Imoveis com Danos/Risco
8020832714;Desabamento Total de Obras de Contencao/Drenagem
8020831517;Não há Ocorrência para essa Solicitação
8020831318;Imoveis com Danos/Risco
8020820715;Não há Ocorrência para essa Solicitação
8020818414;Imoveis com Danos/Risco
8020818215;Deslizamentos de Barreiras
8020814516;Deslizamentos de Barreiras
8020811815;Imoveis com Danos/Risco
8020811815;Muro com Danos
8020807518;Não há Ocorrência para essa Solicitação
8020806216;Deslizamentos de Barreiras
8020806216;Não há Ocorrência para essa Solicitação
8020803117;Arvores em Risco
8020803117;Imoveis com Danos/Risco
8020798817;Arvores em Risco
8020792315;Imoveis com Danos/Risco
8020784015;Deslizamentos de Barreiras
8020782218;Imoveis com Danos/Risco
8020774316;Não há Ocorrência para essa Solicitação
8020773915;Imoveis com Danos/Risco
8020772917;Não há Ocorrência para essa Solicitação
8020770015;Não há Ocorrência para essa Solicitação
8020769817;Não há Ocorrência para essa Solicitação
8020768714;Não há Ocorrência para essa Solicitação
8020767318;Não há Ocorrência para essa Solicitação
8020765615;Não há Ocorrência para essa Solicitação
8020762715;Arvores em Risco
8020760415;Não há Ocorrência para essa Solicitação
8020758816;Deslizamentos de Barreiras
8020758617;Deslizamentos de Barreiras
8020755214;Não há Ocorrência para essa Solicitação
8020754216;Imoveis com Danos/Risco
8020754017;Não há Ocorrência para essa Solicitação
8020750915;Deslizamentos de Barreiras
8020749717;Muro com Danos
8020748614;Não há Ocorrência para essa Solicitação
8020745117;Deslizamentos de Barreiras
8020742217;Não há Ocorrência para essa Solicitação
8020739714;Não há Ocorrência para essa Solicitação
8020739515;Deslizamentos de Barreiras
8020739018;Não há Ocorrência para essa Solicitação
8020735015;Não há Ocorrência para essa Solicitação
8020728514;Não há Ocorrência para essa Solicitação
8020727317;Não há Ocorrência para essa Solicitação
8020726015;Arvores em Risco
8020722018;Não há Ocorrência para essa Solicitação
8020720414;Não há Ocorrência para essa Solicitação
8020718815;Imoveis com Danos/Risco
8020718417;Não há Ocorrência para essa Solicitação
8020718014;Não há Ocorrência para essa Solicitação
8020716515;Deslizamentos de Barreiras
8020716117;Não há Ocorrência para essa Solicitação
8020715014;Não há Ocorrência para essa Solicitação
8020713814;Não há Ocorrência para essa Solicitação
8020710715;Deslizamentos de Barreiras
8020707615;Deslizamentos de Barreiras
8020700115;Não há Ocorrência para essa Solicitação
8020697916;Não há Ocorrência para essa Solicitação
8020689014;Deslizamentos de Barreiras
8020687515;Deslizamentos de Barreiras
8020683816;Não há Ocorrência para essa Solicitação
8020676017;Não há Ocorrência para essa Solicitação
8020674717;Não há Ocorrência para essa Solicitação
8020674015;Não há Ocorrência para essa Solicitação
8020672417;Não há Ocorrência para essa Solicitação
8020667017;Não há Ocorrência para essa Solicitação
8020660617;Não há Ocorrência para essa Solicitação
8020659115;Não há Ocorrência para essa Solicitação
8020658714;Muro com Danos
8020656215;Imoveis com Danos/Risco
8020654617;Deslizamentos de Barreiras
8020654015;Tombamento de Arvores
8020653514;Muro com Danos
8020652715;Tombamento de Arvores
8020650415;Desabamento Parcial Imoveis
8020650415;Imoveis com Danos/Risco
8020650415;Tombamento de Arvores
8020646914;Não há Ocorrência para essa Solicitação
8020645015;Não há Ocorrência para essa Solicitação
8020644017;Não há Ocorrência para essa Solicitação
8020641714;Não há Ocorrência para essa Solicitação
8020640915;Não há Ocorrência para essa Solicitação
8020640517;Não há Ocorrência para essa Solicitação
8020639214;Não há Ocorrência para essa Solicitação
8020636817;Não há Ocorrência para essa Solicitação
8020636314;Muro com Danos
8020633917;Não há Ocorrência para essa Solicitação
8020631617;Não há Ocorrência para essa Solicitação
8020629117;Não há Ocorrência para essa Solicitação
8020627917;Não há Ocorrência para essa Solicitação
8020627917;Muro com Danos
8020626018;Não há Ocorrência para essa Solicitação
8020625617;Deslizamentos de Barreiras
8020625015;Deslizamentos de Barreiras
8020625015;Muro com Danos
8020623317;Não há Ocorrência para essa Solicitação
8020618017;Não há Ocorrência para essa Solicitação
8020617715;Deslizamentos de Barreiras
8020617118;Não há Ocorrência para essa Solicitação
8020616717;Não há Ocorrência para essa Solicitação
8020615614;Não há Ocorrência para essa Solicitação
8020614417;Imoveis com Danos/Risco
8020612117;Imoveis com Danos/Risco
8020611915;Arvores em Risco
8020610917;Não há Ocorrência para essa Solicitação
8020609216;Não há Ocorrência para essa Solicitação
8020606515;Não há Ocorrência para essa Solicitação
8020602015;Imoveis Alagados
8020600715;Não há Ocorrência para essa Solicitação
8020599517;Deslizamentos de Barreiras
8020598215;Deslizamentos de Barreiras
8020596015;Deslizamentos de Barreiras
8020596015;Imoveis com Danos/Risco
8020595017;Arvores em Risco
8020594715;Imoveis com Danos/Risco
8020593717;Não há Ocorrência para essa Solicitação
8020590115;Não há Ocorrência para essa Solicitação
8020589116;Não há Ocorrência para essa Solicitação
8020585616;Não há Ocorrência para essa Solicitação
8020582915;Imoveis com Danos/Risco
8020578115;Não há Ocorrência para essa Solicitação
8020577714;Não há Ocorrência para essa Solicitação
8020576915;Imoveis com Danos/Risco
8020576915;Deslizamentos de Barreiras
8020574615;Imoveis com Danos/Risco
8020574615;Deslizamentos de Barreiras
8020572315;Desabamento Parcial Imoveis
8020568615;Deslizamentos de Barreiras
8020565715;Não há Ocorrência para essa Solicitação
8020563415;Deslizamentos de Barreiras
8020561817;Não há Ocorrência para essa Solicitação
8020559715;Deslizamentos de Barreiras
8020559317;Muro com Danos
8020556616;Imoveis com Danos/Risco
8020555115;Deslizamentos de Barreiras
8020555115;Imoveis com Danos/Risco
8020553915;Não há Ocorrência para essa Solicitação
8020549817;Não há Ocorrência para essa Solicitação
8020547716;Não há Ocorrência para essa Solicitação
8020546215;Imoveis com Danos/Risco
8020545814;Imoveis com Danos/Risco
8020543017;Não há Ocorrência para essa Solicitação
8020542516;Imoveis com Danos/Risco
8020540415;Não há Ocorrência para essa Solicitação
8020538015;Não há Ocorrência para essa Solicitação
8020536516;Não há Ocorrência para essa Solicitação
8020535015;Deslizamentos de Barreiras
8020533815;Desabamento Parcial Imoveis
8020531515;Não há Ocorrência para essa Solicitação
8020529015;Muro com Danos
8020521015;Muro com Danos
8020521015;Deslizamentos de Barreiras
8020518915;Não há Ocorrência para essa Solicitação
8020515816;Arvores em Risco
8020511415;Não há Ocorrência para essa Solicitação
8020511216;Invasao de Terreno de Auxilio Moradia
8020508116;Não há Ocorrência para essa Solicitação
8020507715;Arvores em Risco
8020504815;Não há Ocorrência para essa Solicitação
8020503817;Deslizamentos de Barreiras
8020502515;Não há Ocorrência para essa Solicitação
8020500215;Não há Ocorrência para essa Solicitação
8020497314;Não há Ocorrência para essa Solicitação
8020497115;Arvores em Risco
8020497016;Imoveis com Danos/Risco
8020494215;Não há Ocorrência para essa Solicitação
8020491116;Imoveis com Danos/Risco
8020485116;Não há Ocorrência para essa Solicitação
8020482918;Não há Ocorrência para essa Solicitação
8020482216;Desabamento Parcial Imoveis
8020481815;Deslizamentos de Barreiras
8020480817;Não há Ocorrência para essa Solicitação
8020478715;Não há Ocorrência para essa Solicitação
8020476216;Imoveis com Danos/Risco
8020474115;Imoveis com Danos/Risco
8020462514;Não há Ocorrência para essa Solicitação
8020459215;Arvores em Risco
8020454214;Deslizamentos de Barreiras
8020453415;Deslizamentos de Barreiras
8020451115;Não há Ocorrência para essa Solicitação
8020449914;Muro com Danos
8020447017;Não há Ocorrência para essa Solicitação
8020446815;Arvores em Risco
8020446616;Muro com Danos
8020446616;Imoveis com Danos/Risco
8020445314;Imoveis com Danos/Risco
8020445314;Tombamento de Arvores
8020445314;Desabamento Parcial Imoveis
8020445314;Muro com Danos
8020445314;Arvores em Risco
8020443915;Muro com Danos
8020441615;Deslizamentos de Barreiras
8020437915;Não há Ocorrência para essa Solicitação
8020437915;Deslizamentos de Barreiras
8020432118;Não há Ocorrência para essa Solicitação
8020430415;Muro com Danos
8020425015;Não há Ocorrência para essa Solicitação
8020423014;Não há Ocorrência para essa Solicitação
8020417815;Deslizamentos de Barreiras
8020417815;Muro com Danos
8020415714;Deslizamentos de Barreiras
8020414915;Deslizamentos de Barreiras
8020414716;Não há Ocorrência para essa Solicitação
8020412615;Arvores em Risco
8020412615;Imoveis com Danos/Risco
8020412615;Deslizamentos de Barreiras
8020410315;Não há Ocorrência para essa Solicitação
8020408915;Imoveis com Danos/Risco
8020408915;Deslizamentos de Barreiras
8020404315;Deslizamentos de Barreiras
8020403118;Deslizamentos de Barreiras
8020403118;Não há Ocorrência para essa Solicitação
8020402717;Não há Ocorrência para essa Solicitação
8020401216;Incendios
8020400815;Não há Ocorrência para essa Solicitação
8020400417;Não há Ocorrência para essa Solicitação
8020397715;Deslizamentos de Barreiras
8020396717;Não há Ocorrência para essa Solicitação
8020395614;Deslizamentos de Barreiras
8020395415;Deslizamentos de Barreiras
8020392515;Deslizamentos de Barreiras
8020391716;Não há Ocorrência para essa Solicitação
8020391517;Não há Ocorrência para essa Solicitação
8020391014;Muro com Danos
8020388815;Não há Ocorrência para essa Solicitação
8020388815;Deslizamentos de Barreiras
8020388815;Imoveis com Danos/Risco
8020380516;Deslizamentos de Barreiras
8020376816;Não há Ocorrência para essa Solicitação
8020373717;Não há Ocorrência para essa Solicitação
8020371417;Não há Ocorrência para essa Solicitação
8020370016;Não há Ocorrência para essa Solicitação
8020358314;Tombamento de Arvores
8020358314;Arvores em Risco
8020351317;Não há Ocorrência para essa Solicitação
8020345317;Não há Ocorrência para essa Solicitação
8020344518;Não há Ocorrência para essa Solicitação
8020343614;Não há Ocorrência para essa Solicitação
8020342417;Não há Ocorrência para essa Solicitação
8020341618;Não há Ocorrência para essa Solicitação
8020338214;Não há Ocorrência para essa Solicitação
8020337017;Não há Ocorrência para essa Solicitação
8020335314;Não há Ocorrência para essa Solicitação
8020335016;Não há Ocorrência para essa Solicitação
8020335016;Imoveis com Danos/Risco
8020334117;Não há Ocorrência para essa Solicitação
8020332917;Não há Ocorrência para essa Solicitação
8020328018;Não há Ocorrência para essa Solicitação
8020326917;Não há Ocorrência para essa Solicitação
8020325018;Não há Ocorrência para essa Solicitação
8020323017;Não há Ocorrência para essa Solicitação
8020322516;Não há Ocorrência para essa Solicitação
8020320017;Não há Ocorrência para essa Solicitação
8020319018;Não há Ocorrência para essa Solicitação
8020318617;Não há Ocorrência para essa Solicitação
8020315717;Deslizamentos de Barreiras
8020308918;Não há Ocorrência para essa Solicitação
8020304318;Não há Ocorrência para essa Solicitação
8020304014;Imoveis com Danos/Risco
8020301114;Não há Ocorrência para essa Solicitação
8020301015;Não há Ocorrência para essa Solicitação
8020299515;Arvores em Risco
8020297215;Não há Ocorrência para essa Solicitação
8020297215;Deslizamentos de Barreiras
8020295015;Deslizamentos de Barreiras
8020295015;Não há Ocorrência para essa Solicitação
8020293715;Muro com Danos
8020293317;Deslizamentos de Barreiras
8020291415;Arvores em Risco
8020289015;Tombamento de Arvores
8020287914;Não há Ocorrência para essa Solicitação
8020287914;Deslizamentos de Barreiras
8020287715;Tombamento de Arvores
8020285918;Não há Ocorrência para essa Solicitação
8020285415;Tombamento de Arvores
8020283115;Imoveis com Danos/Risco
8020281915;Desabamento Parcial Imoveis
8020280414;Deslizamentos de Barreiras
8020279415;Arvores em Risco
8020277115;Deslizamentos de Barreiras
8020276117;Não há Ocorrência para essa Solicitação
8020275915;Não há Ocorrência para essa Solicitação
8020273615;Deslizamentos de Barreiras
8020273615;Imoveis com Danos/Risco
8020273615;Muro com Danos
8020271315;Não há Ocorrência para essa Solicitação
8020269915;Muro com Danos
8020267615;Deslizamentos de Barreiras
8020265315;Deslizamentos de Barreiras
8020263015;Deslizamentos de Barreiras
8020262614;Imoveis com Danos/Risco
8020261815;Deslizamentos de Barreiras
8020260314;Imoveis com Danos/Risco
8020259315;Não há Ocorrência para essa Solicitação
8020257015;Deslizamentos de Barreiras
8020257015;Arvores em Risco
8020255815;Deslizamentos de Barreiras
8020255815;Arvores em Risco
8020253515;Imoveis com Danos/Risco
8020251215;Deslizamentos de Barreiras
8020249815;Elevacao do Nivel do Rio
8020247515;Muro com Danos
8020247515;Deslizamentos de Barreiras
8020245215;Deslizamentos de Barreiras
8020243114;Imoveis com Danos/Risco
8020243114;Muro com Danos
8020243015;Deslizamentos de Barreiras
8020242818;Não há Ocorrência para essa Solicitação
8020241715;Deslizamentos de Barreiras
8020240717;Não há Ocorrência para essa Solicitação
8020239215;Deslizamentos de Barreiras
8020237015;Deslizamentos de Barreiras
8020235715;Alagamentos
8020233415;Deslizamentos de Barreiras
8020231618;Não há Ocorrência para essa Solicitação
8020231115;Não há Ocorrência para essa Solicitação
8020230714;Não há Ocorrência para essa Solicitação
8020229715;Muro com Danos
8020227415;Muro com Danos
8020226014;Muro com Danos
8020225618;Desabamento Parcial Imoveis
8020225115;Deslizamentos de Barreiras
8020223915;Deslizamentos de Barreiras
8020223014;Não há Ocorrência para essa Solicitação
8020222718;Não há Ocorrência para essa Solicitação
8020221615;Deslizamentos de Barreiras
8020219115;Não há Ocorrência para essa Solicitação
8020217915;Imoveis com Danos/Risco
8020215615;Imoveis com Danos/Risco
8020213315;Deslizamentos de Barreiras
8020213017;Imoveis com Danos/Risco
8020211015;Deslizamentos de Barreiras
8020209018;Não há Ocorrência para essa Solicitação
8020208015;Deslizamentos de Barreiras
8020208015;Imoveis com Danos/Risco
8020207017;Não há Ocorrência para essa Solicitação
8020206715;Deslizamentos de Barreiras
8020206715;Imoveis com Danos/Risco
8020205518;Arvores em Risco
8020204415;Deslizamentos de Barreiras
8020202115;Deslizamentos de Barreiras
8020201117;Invasao de Terreno de Auxilio Moradia
8020200915;Muro com Danos
8020198415;Muro com Danos
8020196115;Não há Ocorrência para essa Solicitação
8020194915;Deslizamentos de Barreiras
8020193718;Arvores em Risco
8020192615;Deslizamentos de Barreiras
8020190315;Arvores em Risco
8020188915;Arvores em Risco
8020188318;Não há Ocorrência para essa Solicitação
8020186615;Deslizamentos de Barreiras
8020184315;Deslizamentos de Barreiras
8020182214;Não há Ocorrência para essa Solicitação
8020182015;Deslizamentos de Barreiras
8020180815;Deslizamentos de Barreiras
8020178315;Não há Ocorrência para essa Solicitação
8020176015;Imoveis com Danos/Risco
8020176015;Deslizamentos de Barreiras
8020175017;Não há Ocorrência para essa Solicitação
8020174815;Deslizamentos de Barreiras
8020174815;Imoveis com Danos/Risco
8020172515;Não há Ocorrência para essa Solicitação
8020170215;Deslizamentos de Barreiras
8020168815;Imoveis com Danos/Risco
8020168815;Imoveis Alagados
8020166515;Imoveis Alagados
8020166515;Imoveis com Danos/Risco
8020165716;Não há Ocorrência para essa Solicitação
8020164215;Deslizamentos de Barreiras
8020162015;Não há Ocorrência para essa Solicitação
8020160715;Não há Ocorrência para essa Solicitação
8020158917;Não há Ocorrência para essa Solicitação
8020158215;Deslizamentos de Barreiras
8020156015;Deslizamentos de Barreiras
8020154715;Deslizamentos de Barreiras
8020152415;Deslizamentos de Barreiras
8020152216;Deslizamentos de Barreiras
8020152017;Deslizamentos de Barreiras
8020152017;Arvores em Risco
8020151014;Deslizamentos de Barreiras
8020150115;Não há Ocorrência para essa Solicitação
8020148715;Deslizamentos de Barreiras
8020148715;Desabamento Total Imoveis
8020146415;Deslizamentos de Barreiras
8020146415;Muro com Danos
8020146415;Imoveis com Danos/Risco
8020145014;Não há Ocorrência para essa Solicitação
8020144817;Não há Ocorrência para essa Solicitação
8020144115;Não há Ocorrência para essa Solicitação
8020142915;Deslizamentos de Barreiras
8020140615;Deslizamentos de Barreiras
8020139417;Não há Ocorrência para essa Solicitação
8020138115;Muro com Danos
8020136915;Muro com Danos
8020136915;Não há Ocorrência para essa Solicitação
8020136915;Deslizamentos de Barreiras
8020134615;Imoveis com Danos/Risco
8020134615;Deslizamentos de Barreiras
8020132315;Deslizamentos de Barreiras
8020130916;Imoveis com Danos/Risco
8020130015;Não há Ocorrência para essa Solicitação
8020128615;Imoveis com Danos/Risco
8020128615;Deslizamentos de Barreiras
8020127617;Não há Ocorrência para essa Solicitação
8020126315;Imoveis com Danos/Risco
8020126315;Deslizamentos de Barreiras
8020124717;Não há Ocorrência para essa Solicitação
8020124015;Deslizamentos de Barreiras
8020122815;Não há Ocorrência para essa Solicitação
8020122218;Imoveis com Danos/Risco
8020120515;Não há Ocorrência para essa Solicitação
8020118015;Deslizamentos de Barreiras
8020116815;Deslizamentos de Barreiras
8020116616;Não há Ocorrência para essa Solicitação
8020114515;Deslizamentos de Barreiras
8020114515;Imoveis com Danos/Risco
8020112718;Imoveis com Danos/Risco
8020112215;Não há Ocorrência para essa Solicitação
8020111217;Não há Ocorrência para essa Solicitação
8020110015;Não há Ocorrência para essa Solicitação
8020108515;Deslizamentos de Barreiras
8020108515;Arvores em Risco
8020108515;Imoveis com Danos/Risco
8020106215;Não há Ocorrência para essa Solicitação
8020104015;Não há Ocorrência para essa Solicitação
8020102715;Deslizamentos de Barreiras
8020100415;Não há Ocorrência para essa Solicitação
8020098015;Arvores em Risco
8020098015;Deslizamentos de Barreiras
8020096715;Não há Ocorrência para essa Solicitação
8020094918;Não há Ocorrência para essa Solicitação
8020094415;Não há Ocorrência para essa Solicitação
8020094415;Deslizamentos de Barreiras
8020093014;Não há Ocorrência para essa Solicitação
8020092618;Não há Ocorrência para essa Solicitação
8020092115;Deslizamentos de Barreiras
8020090915;Não há Ocorrência para essa Solicitação
8020088415;Imoveis com Danos/Risco
8020086115;Desabamento Total de Obras de Contencao/Drenagem
8020084915;Imoveis com Danos/Risco
8020084915;Deslizamentos de Barreiras
8020084915;Não há Ocorrência para essa Solicitação
8020082814;Deslizamentos de Barreiras
8020082615;Não há Ocorrência para essa Solicitação
8020079515;Deslizamentos de Barreiras
8020079515;Não há Ocorrência para essa Solicitação
8020079515;Imoveis com Danos/Risco
8020077215;Desabamento Total de Obras de Contencao/Drenagem
8020076018;Não há Ocorrência para essa Solicitação
8020075015;Deslizamentos de Barreiras
8020075015;Arvores em Risco
8020073715;Deslizamentos de Barreiras
8020073516;Imoveis com Danos/Risco
8020071415;Não há Ocorrência para essa Solicitação
8020069015;Tombamento de Arvores
8020069015;Deslizamentos de Barreiras
8020067715;Não há Ocorrência para essa Solicitação
8020066717;Não há Ocorrência para essa Solicitação
8020065415;Tombamento de Arvores
8020065415;Deslizamentos de Barreiras
8020063115;Desabamento Total Imoveis
8020061915;Elevacao do Nivel do Rio
8020061517;Não há Ocorrência para essa Solicitação
8020059415;Deslizamentos de Barreiras
8020059415;Não há Ocorrência para essa Solicitação
8020057314;Imoveis com Danos/Risco
8020057115;Deslizamentos de Barreiras
8020057115;Imoveis com Danos/Risco
8020055915;Deslizamentos de Barreiras
8020053615;Deslizamentos de Barreiras
8020051315;Tombamento de Arvores
8020051315;Muro com Danos
8020051315;Deslizamentos de Barreiras
8020050317;Deslizamentos de Barreiras
8020049915;Tombamento de Arvores
8020049915;Deslizamentos de Barreiras
8020047615;Deslizamentos de Barreiras
8020045315;Deslizamentos de Barreiras
8020044317;Não há Ocorrência para essa Solicitação
8020043015;Deslizamentos de Barreiras
8020043015;Não há Ocorrência para essa Solicitação
8020043015;Desabamento Total Imoveis
8020041815;Imoveis com Danos/Risco
8020039315;Deslizamentos de Barreiras
8020039315;Tombamento de Arvores
8020039315;Não há Ocorrência para essa Solicitação
8020038914;Não há Ocorrência para essa Solicitação
8020038317;Não há Ocorrência para essa Solicitação
8020037015;Deslizamentos de Barreiras
8020037015;Imoveis com Danos/Risco
8020035815;Não há Ocorrência para essa Solicitação
8020035417;Não há Ocorrência para essa Solicitação
8020033515;Não há Ocorrência para essa Solicitação
8020033515;Deslizamentos de Barreiras
8020033515;Imoveis com Danos/Risco
8020032517;Deslizamentos de Barreiras
8020031215;Deslizamentos de Barreiras
8020031215;Imoveis com Danos/Risco
8020029815;Imoveis com Danos/Risco
8020029815;Deslizamentos de Barreiras
8020027515;Imoveis com Danos/Risco
8020027515;Deslizamentos de Barreiras
8020025215;Imoveis com Danos/Risco
8020025215;Deslizamentos de Barreiras
8020024217;Deslizamentos de Barreiras
8020023015;Deslizamentos de Barreiras
8020021715;Imoveis com Danos/Risco
8020019414;Imoveis com Danos/Risco
8020019215;Deslizamentos de Barreiras
8020017015;Deslizamentos de Barreiras
8020015715;Deslizamentos de Barreiras
8020015715;Imoveis com Danos/Risco
8020014717;Não há Ocorrência para essa Solicitação
8020013415;Deslizamentos de Barreiras
8020013216;Não há Ocorrência para essa Solicitação
8020012417;Não há Ocorrência para essa Solicitação
8020011115;Deslizamentos de Barreiras
8020009715;Deslizamentos de Barreiras
8020009516;Imoveis com Danos/Risco
8020008214;Invasao de Terreno de Auxilio Moradia
8020007415;Muro com Danos
8020007415;Deslizamentos de Barreiras
8020007415;Não há Ocorrência para essa Solicitação
8020007017;Não há Ocorrência para essa Solicitação
8020006616;Não há Ocorrência para essa Solicitação
8020005817;Arvores em Risco
8020005115;Deslizamentos de Barreiras
8020003915;Deslizamentos de Barreiras
8020003517;Não há Ocorrência para essa Solicitação
8020002016;Não há Ocorrência para essa Solicitação
8020001615;Deslizamentos de Barreiras
8020001217;Não há Ocorrência para essa Solicitação
8019999715;Deslizamentos de Barreiras
8019999317;Não há Ocorrência para essa Solicitação
8019999317;Deslizamentos de Barreiras
8019997415;Deslizamentos de Barreiras
8019997017;Não há Ocorrência para essa Solicitação
8019996616;Imoveis com Danos/Risco
8019995817;Não há Ocorrência para essa Solicitação
8019995314;Imoveis com Danos/Risco
