processo_numero;processo_ocorrencia
8053573517;Deslizamentos de Barreiras
8053572718;Deslizamentos de Barreiras
8053562317;Não há Ocorrência para essa Solicitação
8053560017;Deslizamentos de Barreiras
8053559416;Invasao de Terreno de Auxilio Moradia
8053554216;Invasao de Terreno de Auxilio Moradia
8053552618;Não há Ocorrência para essa Solicitação
8053548017;Não há Ocorrência para essa Solicitação
8053543917;Deslizamentos de Barreiras
8053540017;Não há Ocorrência para essa Solicitação
8053534818;Deslizamentos de Barreiras
8053532916;Arvores em Risco
8053532717;Não há Ocorrência para essa Solicitação
8053530417;Deslizamentos de Barreiras
8053525918;Não há Ocorrência para essa Solicitação
8053522018;Não há Ocorrência para essa Solicitação
8053517618;Não há Ocorrência para essa Solicitação
8053512418;Não há Ocorrência para essa Solicitação
8053509318;Não há Ocorrência para essa Solicitação
8053505818;Imoveis com Danos/Risco
8053502918;Deslizamentos de Barreiras
8053494618;Não há Ocorrência para essa Solicitação
8053493316;Imoveis com Danos/Risco
8053490018;Deslizamentos de Barreiras
8053488618;Não há Ocorrência para essa Solicitação
8053486318;Não há Ocorrência para essa Solicitação
8053482818;Arvores em Risco
8053482818;Imoveis com Danos/Risco
8053482818;Deslizamentos de Barreiras
8053479718;Deslizamentos de Barreiras
8053475516;Imoveis com Danos/Risco
8053471618;Deslizamentos de Barreiras
8053467918;Desabamento Parcial Imoveis
8053467918;Imoveis com Danos/Risco
8053467918;Deslizamentos de Barreiras
8053465618;Deslizamentos de Barreiras
8053463318;Deslizamentos de Barreiras
8053461217;Não há Ocorrência para essa Solicitação
8053458018;Deslizamentos de Barreiras
8053439717;Arvores em Risco
8053433917;Não há Ocorrência para essa Solicitação
8053433016;Invasao de Terreno de Auxilio Moradia
8053424017;Não há Ocorrência para essa Solicitação
8053421918;Deslizamentos de Barreiras
8053418017;Não há Ocorrência para essa Solicitação
8053408417;Imoveis com Danos/Risco
8053408417;Arvores em Risco
8053404917;Não há Ocorrência para essa Solicitação
8053404718;Não há Ocorrência para essa Solicitação
8053397018;Não há Ocorrência para essa Solicitação
8053380217;Não há Ocorrência para essa Solicitação
8053374217;Imoveis com Danos/Risco
8053364717;Imoveis com Danos/Risco
8053345416;Não há Ocorrência para essa Solicitação
8053340918;Arvores em Risco
8053311918;Muro com Danos
8053296018;Alagamentos
8053280016;Imoveis com Danos/Risco
8053276918;Deslizamentos de Barreiras
8053268817;Não há Ocorrência para essa Solicitação
8053249118;Não há Ocorrência para essa Solicitação
8053242917;Muro com Danos
8053238018;Não há Ocorrência para essa Solicitação
8053225518;Tombamento de Arvores
8053221018;Desabamento Parcial Imoveis
8053213718;Não há Ocorrência para essa Solicitação
8053201017;Imoveis com Danos/Risco
8053194218;Deslizamentos de Barreiras
8053183018;Não há Ocorrência para essa Solicitação
8053182617;Deslizamentos de Barreiras
8053179318;Deslizamentos de Barreiras
8053172918;Não há Ocorrência para essa Solicitação
8053172918;Deslizamentos de Barreiras
8053166017;Não há Ocorrência para essa Solicitação
8053162318;Deslizamentos de Barreiras
8053149718;Não há Ocorrência para essa Solicitação
8053145118;Não há Ocorrência para essa Solicitação
8053131018;Não há Ocorrência para essa Solicitação
8053124617;Não há Ocorrência para essa Solicitação
8053123818;Não há Ocorrência para essa Solicitação
8053123818;Deslizamentos de Barreiras
8053121518;Deslizamentos de Barreiras
8053118418;Imoveis com Danos/Risco
8053114918;Deslizamentos de Barreiras
8053112016;Muro com Danos
8053098318;Não há Ocorrência para essa Solicitação
8053098318;Deslizamentos de Barreiras
8053094818;Não há Ocorrência para essa Solicitação
8053090218;Deslizamentos de Barreiras
8053078616;Arvores em Risco
8053069318;Arvores em Risco
8053060618;Alagamentos
8053058118;Deslizamentos de Barreiras
8053056017;Não há Ocorrência para essa Solicitação
8053055616;Deslizamentos de Barreiras
8053050416;Não há Ocorrência para essa Solicitação
8053047018;Não há Ocorrência para essa Solicitação
8053045718;Deslizamentos de Barreiras
8053041118;Deslizamentos de Barreiras
8053028717;Muro com Danos
8053026417;Deslizamentos de Barreiras
8053026417;Tombamento de Arvores
8053026417;Imoveis com Danos/Risco
8053023517;Deslizamentos de Barreiras
8053019016;Deslizamentos de Barreiras
8053008418;Deslizamentos de Barreiras
8053004017;Não há Ocorrência para essa Solicitação
8053003218;Imoveis com Danos/Risco
8052997617;Arvores em Risco
8052980418;Não há Ocorrência para essa Solicitação
8052968816;Deslizamentos de Barreiras
8052931318;Imoveis com Danos/Risco
8052906017;Não há Ocorrência para essa Solicitação
8052899218;Deslizamentos de Barreiras
8052897018;Alagamentos
8052848918;Não há Ocorrência para essa Solicitação
8052843016;Imoveis com Danos/Risco
8052838716;Imoveis com Danos/Risco
8052836018;Deslizamentos de Barreiras
8052834818;Arvores em Risco
8052834818;Deslizamentos de Barreiras
8052827317;Deslizamentos de Barreiras
8052827317;Arvores em Risco
8052827317;Muro com Danos
8052825216;Imoveis com Danos/Risco
8052821318;Imoveis com Danos/Risco
8052821318;Deslizamentos de Barreiras
8052809716;Muro com Danos
8052805818;Deslizamentos de Barreiras
8052805818;Imoveis com Danos/Risco
8052801218;Imoveis com Danos/Risco
8052801218;Deslizamentos de Barreiras
8052799818;Imoveis com Danos/Risco
8052786716;Imoveis com Danos/Risco
8052786318;Desabamento Parcial de Obras de Contencao/Drenagem
8052778217;Não há Ocorrência para essa Solicitação
8052778018;Imoveis com Danos/Risco
8052775516;Não há Ocorrência para essa Solicitação
8052763318;Não há Ocorrência para essa Solicitação
8052760418;Não há Ocorrência para essa Solicitação
8052759817;Imoveis com Danos/Risco
8052758316;Imoveis com Danos/Risco
8052758018;Imoveis com Danos/Risco
8052754816;Arvores em Risco
8052750216;Deslizamentos de Barreiras
8052748816;Não há Ocorrência para essa Solicitação
8052745717;Arvores em Risco
8052742618;Não há Ocorrência para essa Solicitação
8052740318;Arvores em Risco
8052740318;Imoveis com Danos/Risco
8052731418;Muro com Danos
8052727718;Deslizamentos de Barreiras
8052723118;Arvores em Risco
8052714218;Imoveis com Danos/Risco
8052712018;Deslizamentos de Barreiras
8052710718;Deslizamentos de Barreiras
8052708218;Deslizamentos de Barreiras
8052706018;Não há Ocorrência para essa Solicitação
8052701017;Deslizamentos de Barreiras
8052700118;Não há Ocorrência para essa Solicitação
8052696418;Deslizamentos de Barreiras
8052691218;Deslizamentos de Barreiras
8052689116;Muro com Danos
8052683018;Não há Ocorrência para essa Solicitação
8052677117;Arvores em Risco
8052677117;Imoveis com Danos/Risco
8052670518;Deslizamentos de Barreiras
8052668018;Não há Ocorrência para essa Solicitação
8052666017;Não há Ocorrência para essa Solicitação
8052662218;Não há Ocorrência para essa Solicitação
8052660018;Imoveis com Danos/Risco
8052657918;Não há Ocorrência para essa Solicitação
8052654018;Não há Ocorrência para essa Solicitação
8052648117;Não há Ocorrência para essa Solicitação
8052648018;Deslizamentos de Barreiras
8052645416;Não há Ocorrência para essa Solicitação
8052643818;Não há Ocorrência para essa Solicitação
8052641518;Não há Ocorrência para essa Solicitação
8052625117;Imoveis com Danos/Risco
8052620818;Não há Ocorrência para essa Solicitação
8052611918;Arvores em Risco
8052604417;Não há Ocorrência para essa Solicitação
8052596316;Imoveis com Danos/Risco
8052583518;Imoveis com Danos/Risco
8052577518;Não há Ocorrência para essa Solicitação
8052577518;Deslizamentos de Barreiras
8052549118;Postes em Risco
8052548916;Imoveis com Danos/Risco
8052543318;Não há Ocorrência para essa Solicitação
8052539618;Não há Ocorrência para essa Solicitação
8052528816;Não há Ocorrência para essa Solicitação
8052525916;Não há Ocorrência para essa Solicitação
8052518918;Não há Ocorrência para essa Solicitação
8052513718;Alagamentos
8052513718;Tombamento de Arvores
8052486316;Imoveis com Danos/Risco
8052485517;Muro com Danos
8052482418;Não há Ocorrência para essa Solicitação
8052473916;Não há Ocorrência para essa Solicitação
8052472918;Deslizamentos de Barreiras
8052457018;Deslizamentos de Barreiras
8052444518;Não há Ocorrência para essa Solicitação
8052408918;Deslizamentos de Barreiras
8052395418;Não há Ocorrência para essa Solicitação
8052390218;Arvores em Risco
8052385918;Não há Ocorrência para essa Solicitação
8052383817;Deslizamentos de Barreiras
8052383817;Imoveis com Danos/Risco
8052381318;Deslizamentos de Barreiras
8052379918;Deslizamentos de Barreiras
8052373018;Não há Ocorrência para essa Solicitação
8052369318;Deslizamentos de Barreiras
8052367018;Deslizamentos de Barreiras
8052365818;Deslizamentos de Barreiras
8052362918;Não há Ocorrência para essa Solicitação
8052361417;Imoveis com Danos/Risco
8052359116;Imoveis com Danos/Risco
8052359116;Invasao de Terreno de Auxilio Moradia
8052355218;Não há Ocorrência para essa Solicitação
8052351718;Muro com Danos
8052351718;Deslizamentos de Barreiras
8052348618;Não há Ocorrência para essa Solicitação
8052348618;Deslizamentos de Barreiras
8052342818;Não há Ocorrência para essa Solicitação
8052338018;Muro com Danos
8052336818;Deslizamentos de Barreiras
8052330018;Imoveis com Danos/Risco
8052328518;Não há Ocorrência para essa Solicitação
8052326218;Não há Ocorrência para essa Solicitação
8052324018;Deslizamentos de Barreiras
8052316718;Não há Ocorrência para essa Solicitação
8052312118;Alagamentos
8052308418;Alagamentos
8052303218;Deslizamentos de Barreiras
8052294318;Não há Ocorrência para essa Solicitação
8052289018;Não há Ocorrência para essa Solicitação
8052287917;Não há Ocorrência para essa Solicitação
8052287718;Não há Ocorrência para essa Solicitação
8052284017;Não há Ocorrência para essa Solicitação
8052279418;Deslizamentos de Barreiras
8052275918;Não há Ocorrência para essa Solicitação
8052273618;Deslizamentos de Barreiras
8052269216;Imoveis com Danos/Risco
8052266018;Deslizamentos de Barreiras
8052255818;Não há Ocorrência para essa Solicitação
8052241718;Não há Ocorrência para essa Solicitação
8052238618;Deslizamentos de Barreiras
8052234018;Não há Ocorrência para essa Solicitação
8052232818;Imoveis com Danos/Risco
8052232818;Deslizamentos de Barreiras
8052228018;Não há Ocorrência para essa Solicitação
8052212718;Muro com Danos
8052211416;Imoveis com Danos/Risco
8052208018;Não há Ocorrência para essa Solicitação
8052207716;Não há Ocorrência para essa Solicitação
8052206718;Muro com Danos
8052202118;Invasao de Terreno de Auxilio Moradia
8052196118;Deslizamentos de Barreiras
8052196118;Muro com Danos
8052185018;Não há Ocorrência para essa Solicitação
8052181816;Deslizamentos de Barreiras
8052177718;Deslizamentos de Barreiras
8052172717;Deslizamentos de Barreiras
8052172717;Arvores em Risco
8052163016;Não há Ocorrência para essa Solicitação
8052161716;Não há Ocorrência para essa Solicitação
8052161318;Arvores em Risco
8052161318;Deslizamentos de Barreiras
8052154718;Não há Ocorrência para essa Solicitação
8052147018;Não há Ocorrência para essa Solicitação
8052144317;Não há Ocorrência para essa Solicitação
8052141616;Não há Ocorrência para essa Solicitação
8052139116;Não há Ocorrência para essa Solicitação
8052136216;Não há Ocorrência para essa Solicitação
8052134016;Não há Ocorrência para essa Solicitação
8052129616;Não há Ocorrência para essa Solicitação
8052129218;Não há Ocorrência para essa Solicitação
8052125718;Deslizamentos de Barreiras
8052125016;Imoveis com Danos/Risco
8052123816;Não há Ocorrência para essa Solicitação
8052114717;Não há Ocorrência para essa Solicitação
8052111618;Não há Ocorrência para essa Solicitação
8052110117;Não há Ocorrência para essa Solicitação
8052109118;Desabamento Parcial de Obras de Contencao/Drenagem
8052105618;Deslizamentos de Barreiras
8052101018;Deslizamentos de Barreiras
8052092118;Deslizamentos de Barreiras
8052090017;Deslizamentos de Barreiras
8052082618;Deslizamentos de Barreiras
8052082618;Imoveis com Danos/Risco
8052078918;Deslizamentos de Barreiras
8052068517;Imoveis com Danos/Risco
8052062518;Não há Ocorrência para essa Solicitação
8052051318;Não há Ocorrência para essa Solicitação
8052048218;Não há Ocorrência para essa Solicitação
8052047016;Não há Ocorrência para essa Solicitação
8052044917;Imoveis com Danos/Risco
8052044917;Deslizamentos de Barreiras
8052042816;Arvores em Risco
8052041017;Deslizamentos de Barreiras
8052039318;Não há Ocorrência para essa Solicitação
8052038917;Não há Ocorrência para essa Solicitação
8052035818;Deslizamentos de Barreiras
8052034317;Deslizamentos de Barreiras
8052032918;Deslizamentos de Barreiras
8052032918;Não há Ocorrência para essa Solicitação
8052032017;Não há Ocorrência para essa Solicitação
8052031616;Imoveis com Danos/Risco
8052031616;Não há Ocorrência para essa Solicitação
8052030817;Não há Ocorrência para essa Solicitação
8052030618;Deslizamentos de Barreiras
8052028317;Não há Ocorrência para essa Solicitação
8052026918;Imoveis com Danos/Risco
8052026918;Deslizamentos de Barreiras
8052026017;Não há Ocorrência para essa Solicitação
8052024817;Invasao de Terreno de Auxilio Moradia
8052019218;Arvores em Risco
8052019218;Deslizamentos de Barreiras
8052018817;Não há Ocorrência para essa Solicitação
8052016318;Não há Ocorrência para essa Solicitação
8052013418;Muro com Danos
8052013418;Imoveis com Danos/Risco
8052006818;Arvores em Risco
8051991616;Muro com Danos
8051991417;Não há Ocorrência para essa Solicitação
8051987518;Não há Ocorrência para essa Solicitação
8051983018;Deslizamentos de Barreiras
8051981718;Muro com Danos
8051981718;Deslizamentos de Barreiras
8051979417;Imoveis com Danos/Risco
8051979417;Invasao de Terreno de Auxilio Moradia
8051978618;Arvores em Risco
8051978618;Deslizamentos de Barreiras
8051972818;Não há Ocorrência para essa Solicitação
8051964518;Não há Ocorrência para essa Solicitação
